seurat_clusters	Sample	.n	.frac
c8	HPV7_PD1pos_metLN	138	0.039237986920671
c8	HPV7_QVD_metLN	22	0.00625533124822292
c9	HPV15_KSA_Tumor	103	0.0362803804156393
c9	HPV15_QVD_Tumor	94	0.0331102500880592
c9	HPV34_KSA_metLN	28	0.00986262768580486
c9	HPV34_PD1pos_Tumor	61	0.021486438886932
c9	HPV34_PD1pos_metLN	131	0.0461430081014442
c9	HPV34_QVD_Tumor	680	0.239520958083832
c9	HPV34_QVD_metLN	302	0.106375484325467
c9	HPV37_QVD_metLN	85	0.029940119760479
c9	HPV42_QVD_Tumor	13	0.00457907713983797
c9	HPV51_KSA_Tumor	14	0.00493131384290243
c9	HPV51_PD1pos_Tumor	209	0.073617470940472
c9	HPV51_PD1pos_metLN	175	0.0616414230362804
c9	HPV51_QVD_Tumor	215	0.0757308911588588
c9	HPV51_QVD_metLN	48	0.016907361747094
c9	HPV7_KSA_Tumor	260	0.0915815427967594
c9	HPV7_KSA_metLN	227	0.0799577315956323
c9	HPV7_PD1pos_Tumor	1	0.000352236703064459
c9	HPV7_PD1pos_metLN	177	0.0623458964424093
c9	HPV7_QVD_metLN	16	0.00563578724903135
c10	HPV15_KSA_Tumor	168	0.062780269058296
c10	HPV15_QVD_Tumor	198	0.0739910313901345
c10	HPV34_KSA_metLN	11	0.00411061285500747
c10	HPV34_PD1pos_Tumor	12	0.00448430493273543
c10	HPV34_PD1pos_metLN	30	0.0112107623318386
c10	HPV34_QVD_Tumor	316	0.118086696562033
c10	HPV34_QVD_metLN	293	0.10949177877429
c10	HPV37_QVD_metLN	149	0.0556801195814649
c10	HPV42_QVD_Tumor	23	0.0085949177877429
c10	HPV51_KSA_Tumor	33	0.0123318385650224
c10	HPV51_PD1pos_Tumor	672	0.251121076233184
c10	HPV51_PD1pos_metLN	355	0.132660687593423
c10	HPV51_QVD_Tumor	35	0.0130792227204783
c10	HPV51_QVD_metLN	25	0.0093423019431988
c10	HPV7_KSA_Tumor	127	0.0474588938714499
c10	HPV7_KSA_metLN	98	0.0366218236173393
c10	HPV7_PD1pos_Tumor	6	0.00224215246636771
c10	HPV7_PD1pos_metLN	119	0.0444693572496263
c10	HPV7_QVD_metLN	6	0.00224215246636771
c11	HPV15_KSA_Tumor	51	0.036144578313253
c11	HPV15_QVD_Tumor	97	0.0687455705173636
c11	HPV34_KSA_metLN	8	0.00566973777462792
c11	HPV34_PD1pos_Tumor	18	0.0127569099929128
c11	HPV34_PD1pos_metLN	46	0.0326009922041106
c11	HPV34_QVD_Tumor	269	0.190644932671864
c11	HPV34_QVD_metLN	129	0.0914245216158753
c11	HPV37_QVD_metLN	17	0.0120481927710843
c11	HPV42_QVD_Tumor	3	0.00212615166548547
c11	HPV51_KSA_Tumor	8	0.00566973777462792
c11	HPV51_PD1pos_Tumor	109	0.0772501771793055
c11	HPV51_PD1pos_metLN	63	0.0446491849751949
c11	HPV51_QVD_Tumor	111	0.0786676116229624
c11	HPV51_QVD_metLN	36	0.0255138199858257
c11	HPV7_KSA_Tumor	98	0.0694542877391921
c11	HPV7_KSA_metLN	238	0.168674698795181
c11	HPV7_PD1pos_metLN	100	0.070871722182849
c11	HPV7_QVD_metLN	10	0.0070871722182849
